annotator,model,column,full_match,partial_match
R4,gpt-4o-2024-08-06,naive_all_fixed,0.25510204081632654,0.8673469387755102
R4,gpt-4o-2024-08-06,naive_selected_fixed_sep_kw_40,0.24489795918367346,0.8673469387755102
R4,gpt-4o-2024-08-06,naive_selected_fixed_sep_kw_80,0.21428571428571427,0.8367346938775511
R4,gpt-4o-2024-08-06,naive_selected_fixed_train_journ_40,0.24489795918367346,0.8571428571428571
R4,gpt-4o-2024-08-06,naive_selected_custom_sep_kw_40,0.3163265306122449,0.8367346938775511
R4,gpt-4o-2024-08-06,naive_selected_custom_sep_kw_80,0.2653061224489796,0.8163265306122449
R4,gpt-4o-2024-08-06,naive_selected_custom_train_journ_40,0.2653061224489796,0.8163265306122449
R4,gpt-4o-2024-08-06,chain_all_fixed,0.21428571428571427,0.8571428571428571
R4,gpt-4o-2024-08-06,chain_selected_fixed_sep_kw_40,0.17346938775510204,0.8877551020408163
R4,gpt-4o-2024-08-06,chain_selected_fixed_sep_kw_80,0.19387755102040816,0.8469387755102041
R4,gpt-4o-2024-08-06,chain_selected_fixed_train_journ_40,0.1836734693877551,0.8673469387755102
R4,gpt-4o-2024-08-06,chain_selected_custom_sep_kw_40,0.24489795918367346,0.8469387755102041
R4,gpt-4o-2024-08-06,chain_selected_custom_sep_kw_80,0.25510204081632654,0.8367346938775511
R4,gpt-4o-2024-08-06,chain_selected_custom_train_journ_40,0.22448979591836735,0.8367346938775511
R4,gpt-4o-2024-08-06,chain_all_custom,0.2653061224489796,0.8469387755102041
R4,gpt-4o-2024-08-06,naive_all_custom,0.2653061224489796,0.8367346938775511
R4,gpt-4o-mini-2024-07-18,chain_all_custom,0.20408163265306123,0.826530612244898
R4,gpt-4o-mini-2024-07-18,naive_all_fixed,0.17346938775510204,0.7653061224489796
R4,gpt-4o-mini-2024-07-18,naive_all_custom,0.20408163265306123,0.8571428571428571
R4,gpt-4o-mini-2024-07-18,chain_all_fixed,0.17346938775510204,0.7755102040816326
R4,gpt-4o-mini-2024-07-18,chain_selected_custom_sep_kw_40,0.29591836734693877,0.826530612244898
R4,gpt-4o-mini-2024-07-18,chain_selected_custom_train_journ_40,0.2653061224489796,0.7857142857142857
R4,gpt-4o-mini-2024-07-18,chain_selected_fixed_sep_kw_40,0.29591836734693877,0.8367346938775511
R4,gpt-4o-mini-2024-07-18,chain_selected_fixed_train_journ_40,0.25510204081632654,0.8061224489795918
R4,gpt-4o-mini-2024-07-18,naive_selected_fixed_sep_kw_40,0.2857142857142857,0.8367346938775511
R4,gpt-4o-mini-2024-07-18,naive_selected_fixed_train_journ_40,0.23469387755102042,0.8061224489795918
R4,gpt-4o-mini-2024-07-18,naive_selected_custom_sep_kw_40,0.2857142857142857,0.826530612244898
R4,gpt-4o-mini-2024-07-18,naive_selected_custom_train_journ_40,0.29591836734693877,0.8061224489795918
R4,Mistral-7B-Instruct-v0.1,naive_all_fixed,0.2755102040816326,0.5816326530612245
R4,Mistral-7B-Instruct-v0.1,naive_selected_fixed_sep_kw_40,0.3877551020408163,0.6836734693877551
R4,Mistral-7B-Instruct-v0.1,naive_selected_fixed_train_journ_40,0.3877551020408163,0.6938775510204082
R4,Mistral-7B-Instruct-v0.1,chain_selected_custom_sep_kw_40,0.23469387755102042,0.7551020408163265
R4,Mistral-7B-Instruct-v0.1,chain_selected_custom_train_journ_40,0.2755102040816326,0.7959183673469388
R4,Mistral-7B-Instruct-v0.1,chain_all_fixed,0.16326530612244897,0.6224489795918368
R4,Mistral-7B-Instruct-v0.1,chain_all_custom,0.1836734693877551,0.7244897959183674
R4,Mistral-7B-Instruct-v0.1,chain_selected_fixed_sep_kw_40,0.22448979591836735,0.7448979591836735
R4,Mistral-7B-Instruct-v0.1,chain_selected_fixed_train_journ_40,0.25510204081632654,0.7040816326530612
R4,Mistral-7B-Instruct-v0.1,naive_all_custom,0.2653061224489796,0.7040816326530612
R4,Mistral-7B-Instruct-v0.1,naive_selected_custom_sep_kw_40,0.3163265306122449,0.7040816326530612
R4,Mistral-7B-Instruct-v0.1,naive_selected_custom_train_journ_40,0.2857142857142857,0.7040816326530612
R4,gemini-1.5-flash-001,chain_all_custom,0.12244897959183673,0.826530612244898
R4,gemini-1.5-flash-001,chain_selected_fixed_sep_kw_40,0.20408163265306123,0.8367346938775511
R4,gemini-1.5-flash-001,chain_selected_fixed_train_journ_40,0.1836734693877551,0.8061224489795918
R4,gemini-1.5-flash-001,chain_selected_custom_sep_kw_40,0.16326530612244897,0.826530612244898
R4,gemini-1.5-flash-001,chain_selected_custom_train_journ_40,0.14285714285714285,0.8163265306122449
R4,gemini-1.5-flash-001,chain_all_fixed,0.12244897959183673,0.8163265306122449
R4,gemini-1.5-flash-001,naive_all_custom,0.1836734693877551,0.826530612244898
R4,gemini-1.5-flash-001,naive_all_fixed,0.1836734693877551,0.8061224489795918
R4,gemini-1.5-flash-001,naive_selected_fixed_sep_kw_40,0.24489795918367346,0.826530612244898
R4,gemini-1.5-flash-001,naive_selected_fixed_sep_kw_80,0.1836734693877551,0.8469387755102041
R4,gemini-1.5-flash-001,naive_selected_fixed_train_journ_40,0.19387755102040816,0.8469387755102041
R4,gemini-1.5-flash-001,naive_selected_custom_sep_kw_40,0.25510204081632654,0.8571428571428571
R4,gemini-1.5-flash-001,naive_selected_custom_sep_kw_80,0.23469387755102042,0.8469387755102041
R4,gemini-1.5-flash-001,naive_selected_custom_train_journ_40,0.24489795918367346,0.8367346938775511
R4,gemini-1.5-pro-001,chain_all_custom,0.16326530612244897,0.7448979591836735
R4,gemini-1.5-pro-001,chain_all_fixed,0.22448979591836735,0.7448979591836735
R4,gemini-1.5-pro-001,chain_selected_fixed_sep_kw_40,0.22448979591836735,0.7959183673469388
R4,gemini-1.5-pro-001,chain_selected_fixed_train_journ_40,0.2755102040816326,0.826530612244898
R4,gemini-1.5-pro-001,chain_selected_custom_sep_kw_40,0.2653061224489796,0.7959183673469388
R4,gemini-1.5-pro-001,chain_selected_custom_train_journ_40,0.22448979591836735,0.7448979591836735
R4,gemini-1.5-pro-001,naive_all_fixed,0.3673469387755102,0.8061224489795918
R4,gemini-1.5-pro-001,naive_selected_fixed_sep_kw_40,0.3673469387755102,0.8367346938775511
R4,gemini-1.5-pro-001,naive_selected_fixed_sep_kw_80,0.3673469387755102,0.7959183673469388
R4,gemini-1.5-pro-001,naive_selected_fixed_train_journ_40,0.3877551020408163,0.8367346938775511
R4,gemini-1.5-pro-001,naive_all_custom,0.3673469387755102,0.8061224489795918
R4,gemini-1.5-pro-001,naive_selected_custom_sep_kw_40,0.3673469387755102,0.826530612244898
R4,gemini-1.5-pro-001,naive_selected_custom_sep_kw_80,0.3877551020408163,0.8367346938775511
R4,gemini-1.5-pro-001,naive_selected_custom_train_journ_40,0.3877551020408163,0.8061224489795918
R4,deepseek-chat,naive_all_fixed,0.20408163265306123,0.8571428571428571
R4,deepseek-chat,naive_all_custom,0.19387755102040816,0.8367346938775511
R4,deepseek-chat,naive_selected_fixed_sep_kw_40,0.20408163265306123,0.8673469387755102
R4,deepseek-chat,naive_selected_fixed_train_journ_40,0.20408163265306123,0.8673469387755102
R4,deepseek-chat,naive_selected_custom_sep_kw_40,0.30612244897959184,0.8571428571428571
R4,deepseek-chat,naive_selected_custom_train_journ_40,0.2653061224489796,0.8469387755102041
R4,deepseek-chat,chain_all_fixed,0.09183673469387756,0.8469387755102041
R4,deepseek-chat,chain_all_custom,0.09183673469387756,0.8571428571428571
R4,deepseek-chat,chain_selected_fixed_sep_kw_40,0.14285714285714285,0.8673469387755102
R4,deepseek-chat,chain_selected_fixed_train_journ_40,0.12244897959183673,0.8775510204081632
R4,deepseek-chat,chain_selected_custom_sep_kw_40,0.1326530612244898,0.8469387755102041
R4,deepseek-chat,chain_selected_custom_train_journ_40,0.09183673469387756,0.8367346938775511
R1,gpt-4o-2024-08-06,naive_all_fixed,0.2857142857142857,0.7755102040816326
R1,gpt-4o-2024-08-06,naive_selected_fixed_sep_kw_40,0.24489795918367346,0.7448979591836735
R1,gpt-4o-2024-08-06,naive_selected_fixed_sep_kw_80,0.23469387755102042,0.7857142857142857
R1,gpt-4o-2024-08-06,naive_selected_fixed_train_journ_40,0.30612244897959184,0.7959183673469388
R1,gpt-4o-2024-08-06,naive_selected_custom_sep_kw_40,0.3163265306122449,0.7346938775510204
R1,gpt-4o-2024-08-06,naive_selected_custom_sep_kw_80,0.32653061224489793,0.7551020408163265
R1,gpt-4o-2024-08-06,naive_selected_custom_train_journ_40,0.35714285714285715,0.8163265306122449
R1,gpt-4o-2024-08-06,chain_all_fixed,0.22448979591836735,0.7142857142857143
R1,gpt-4o-2024-08-06,chain_selected_fixed_sep_kw_40,0.25510204081632654,0.7244897959183674
R1,gpt-4o-2024-08-06,chain_selected_fixed_sep_kw_80,0.22448979591836735,0.7448979591836735
R1,gpt-4o-2024-08-06,chain_selected_fixed_train_journ_40,0.24489795918367346,0.7755102040816326
R1,gpt-4o-2024-08-06,chain_selected_custom_sep_kw_40,0.2857142857142857,0.7448979591836735
R1,gpt-4o-2024-08-06,chain_selected_custom_sep_kw_80,0.2653061224489796,0.7551020408163265
R1,gpt-4o-2024-08-06,chain_selected_custom_train_journ_40,0.29591836734693877,0.7959183673469388
R1,gpt-4o-2024-08-06,chain_all_custom,0.30612244897959184,0.8061224489795918
R1,gpt-4o-2024-08-06,naive_all_custom,0.336734693877551,0.7857142857142857
R1,gpt-4o-mini-2024-07-18,chain_all_custom,0.2653061224489796,0.7346938775510204
R1,gpt-4o-mini-2024-07-18,naive_all_fixed,0.25510204081632654,0.7551020408163265
R1,gpt-4o-mini-2024-07-18,naive_all_custom,0.29591836734693877,0.7551020408163265
R1,gpt-4o-mini-2024-07-18,chain_all_fixed,0.20408163265306123,0.7040816326530612
R1,gpt-4o-mini-2024-07-18,chain_selected_custom_sep_kw_40,0.3163265306122449,0.7244897959183674
R1,gpt-4o-mini-2024-07-18,chain_selected_custom_train_journ_40,0.32653061224489793,0.7551020408163265
R1,gpt-4o-mini-2024-07-18,chain_selected_fixed_sep_kw_40,0.30612244897959184,0.6632653061224489
R1,gpt-4o-mini-2024-07-18,chain_selected_fixed_train_journ_40,0.22448979591836735,0.7040816326530612
R1,gpt-4o-mini-2024-07-18,naive_selected_fixed_sep_kw_40,0.29591836734693877,0.6836734693877551
R1,gpt-4o-mini-2024-07-18,naive_selected_fixed_train_journ_40,0.24489795918367346,0.6938775510204082
R1,gpt-4o-mini-2024-07-18,naive_selected_custom_sep_kw_40,0.336734693877551,0.7040816326530612
R1,gpt-4o-mini-2024-07-18,naive_selected_custom_train_journ_40,0.3163265306122449,0.7448979591836735
R1,Mistral-7B-Instruct-v0.1,naive_all_fixed,0.23469387755102042,0.47959183673469385
R1,Mistral-7B-Instruct-v0.1,naive_selected_fixed_sep_kw_40,0.2857142857142857,0.5306122448979592
R1,Mistral-7B-Instruct-v0.1,naive_selected_fixed_train_journ_40,0.2857142857142857,0.5918367346938775
R1,Mistral-7B-Instruct-v0.1,chain_selected_custom_sep_kw_40,0.22448979591836735,0.6632653061224489
R1,Mistral-7B-Instruct-v0.1,chain_selected_custom_train_journ_40,0.22448979591836735,0.6632653061224489
R1,Mistral-7B-Instruct-v0.1,chain_all_fixed,0.16326530612244897,0.5204081632653061
R1,Mistral-7B-Instruct-v0.1,chain_all_custom,0.1326530612244898,0.6326530612244898
R1,Mistral-7B-Instruct-v0.1,chain_selected_fixed_sep_kw_40,0.19387755102040816,0.5408163265306123
R1,Mistral-7B-Instruct-v0.1,chain_selected_fixed_train_journ_40,0.23469387755102042,0.5816326530612245
R1,Mistral-7B-Instruct-v0.1,naive_all_custom,0.23469387755102042,0.6020408163265306
R1,Mistral-7B-Instruct-v0.1,naive_selected_custom_sep_kw_40,0.2857142857142857,0.6428571428571429
R1,Mistral-7B-Instruct-v0.1,naive_selected_custom_train_journ_40,0.3163265306122449,0.6938775510204082
R1,gemini-1.5-flash-001,chain_all_custom,0.12244897959183673,0.7346938775510204
R1,gemini-1.5-flash-001,chain_selected_fixed_sep_kw_40,0.1326530612244898,0.7142857142857143
R1,gemini-1.5-flash-001,chain_selected_fixed_train_journ_40,0.12244897959183673,0.7346938775510204
R1,gemini-1.5-flash-001,chain_selected_custom_sep_kw_40,0.20408163265306123,0.7142857142857143
R1,gemini-1.5-flash-001,chain_selected_custom_train_journ_40,0.14285714285714285,0.7653061224489796
R1,gemini-1.5-flash-001,chain_all_fixed,0.14285714285714285,0.7244897959183674
R1,gemini-1.5-flash-001,naive_all_custom,0.23469387755102042,0.7551020408163265
R1,gemini-1.5-flash-001,naive_all_fixed,0.1836734693877551,0.7142857142857143
R1,gemini-1.5-flash-001,naive_selected_fixed_sep_kw_40,0.2653061224489796,0.7142857142857143
R1,gemini-1.5-flash-001,naive_selected_fixed_sep_kw_80,0.22448979591836735,0.7551020408163265
R1,gemini-1.5-flash-001,naive_selected_fixed_train_journ_40,0.21428571428571427,0.7142857142857143
R1,gemini-1.5-flash-001,naive_selected_custom_sep_kw_40,0.2755102040816326,0.7142857142857143
R1,gemini-1.5-flash-001,naive_selected_custom_sep_kw_80,0.2857142857142857,0.7142857142857143
R1,gemini-1.5-flash-001,naive_selected_custom_train_journ_40,0.23469387755102042,0.7653061224489796
R1,gemini-1.5-pro-001,chain_all_custom,0.20408163265306123,0.6428571428571429
R1,gemini-1.5-pro-001,chain_all_fixed,0.29591836734693877,0.6122448979591837
R1,gemini-1.5-pro-001,chain_selected_fixed_sep_kw_40,0.2653061224489796,0.6428571428571429
R1,gemini-1.5-pro-001,chain_selected_fixed_train_journ_40,0.2653061224489796,0.6632653061224489
R1,gemini-1.5-pro-001,chain_selected_custom_sep_kw_40,0.2755102040816326,0.6326530612244898
R1,gemini-1.5-pro-001,chain_selected_custom_train_journ_40,0.22448979591836735,0.6326530612244898
R1,gemini-1.5-pro-001,naive_all_fixed,0.2857142857142857,0.6122448979591837
R1,gemini-1.5-pro-001,naive_selected_fixed_sep_kw_40,0.3673469387755102,0.6632653061224489
R1,gemini-1.5-pro-001,naive_selected_fixed_sep_kw_80,0.3469387755102041,0.6938775510204082
R1,gemini-1.5-pro-001,naive_selected_fixed_train_journ_40,0.3469387755102041,0.673469387755102
R1,gemini-1.5-pro-001,naive_all_custom,0.3469387755102041,0.673469387755102
R1,gemini-1.5-pro-001,naive_selected_custom_sep_kw_40,0.3469387755102041,0.6632653061224489
R1,gemini-1.5-pro-001,naive_selected_custom_sep_kw_80,0.3979591836734694,0.6938775510204082
R1,gemini-1.5-pro-001,naive_selected_custom_train_journ_40,0.40816326530612246,0.7142857142857143
R1,deepseek-chat,naive_all_fixed,0.19387755102040816,0.7653061224489796
R1,deepseek-chat,naive_all_custom,0.25510204081632654,0.7857142857142857
R1,deepseek-chat,naive_selected_fixed_sep_kw_40,0.25510204081632654,0.7551020408163265
R1,deepseek-chat,naive_selected_fixed_train_journ_40,0.23469387755102042,0.7653061224489796
R1,deepseek-chat,naive_selected_custom_sep_kw_40,0.30612244897959184,0.7551020408163265
R1,deepseek-chat,naive_selected_custom_train_journ_40,0.32653061224489793,0.7857142857142857
R1,deepseek-chat,chain_all_fixed,0.10204081632653061,0.7448979591836735
R1,deepseek-chat,chain_all_custom,0.1326530612244898,0.8163265306122449
R1,deepseek-chat,chain_selected_fixed_sep_kw_40,0.11224489795918367,0.7448979591836735
R1,deepseek-chat,chain_selected_fixed_train_journ_40,0.1326530612244898,0.7551020408163265
R1,deepseek-chat,chain_selected_custom_sep_kw_40,0.1836734693877551,0.7857142857142857
R1,deepseek-chat,chain_selected_custom_train_journ_40,0.16326530612244897,0.8367346938775511
R0,gpt-4o-2024-08-06,naive_all_fixed,0.2549019607843137,0.7647058823529411
R0,gpt-4o-2024-08-06,naive_selected_fixed_sep_kw_40,0.2647058823529412,0.8235294117647058
R0,gpt-4o-2024-08-06,naive_selected_fixed_sep_kw_80,0.23529411764705882,0.803921568627451
R0,gpt-4o-2024-08-06,naive_selected_fixed_train_journ_40,0.28431372549019607,0.7843137254901961
R0,gpt-4o-2024-08-06,naive_selected_custom_sep_kw_40,0.30392156862745096,0.803921568627451
R0,gpt-4o-2024-08-06,naive_selected_custom_sep_kw_80,0.3137254901960784,0.8137254901960784
R0,gpt-4o-2024-08-06,naive_selected_custom_train_journ_40,0.29411764705882354,0.7941176470588235
R0,gpt-4o-2024-08-06,chain_all_fixed,0.22549019607843138,0.7647058823529411
R0,gpt-4o-2024-08-06,chain_selected_fixed_sep_kw_40,0.22549019607843138,0.7941176470588235
R0,gpt-4o-2024-08-06,chain_selected_fixed_sep_kw_80,0.21568627450980393,0.803921568627451
R0,gpt-4o-2024-08-06,chain_selected_fixed_train_journ_40,0.21568627450980393,0.7843137254901961
R0,gpt-4o-2024-08-06,chain_selected_custom_sep_kw_40,0.2647058823529412,0.7941176470588235
R0,gpt-4o-2024-08-06,chain_selected_custom_sep_kw_80,0.21568627450980393,0.7549019607843137
R0,gpt-4o-2024-08-06,chain_selected_custom_train_journ_40,0.27450980392156865,0.7745098039215687
R0,gpt-4o-2024-08-06,chain_all_custom,0.2647058823529412,0.7843137254901961
R0,gpt-4o-2024-08-06,naive_all_custom,0.27450980392156865,0.7843137254901961
R0,gpt-4o-mini-2024-07-18,chain_all_custom,0.23529411764705882,0.8137254901960784
R0,gpt-4o-mini-2024-07-18,naive_all_fixed,0.24509803921568626,0.7058823529411765
R0,gpt-4o-mini-2024-07-18,naive_all_custom,0.24509803921568626,0.7941176470588235
R0,gpt-4o-mini-2024-07-18,chain_all_fixed,0.21568627450980393,0.7058823529411765
R0,gpt-4o-mini-2024-07-18,chain_selected_custom_sep_kw_40,0.35294117647058826,0.803921568627451
R0,gpt-4o-mini-2024-07-18,chain_selected_custom_train_journ_40,0.3137254901960784,0.7745098039215687
R0,gpt-4o-mini-2024-07-18,chain_selected_fixed_sep_kw_40,0.27450980392156865,0.7549019607843137
R0,gpt-4o-mini-2024-07-18,chain_selected_fixed_train_journ_40,0.23529411764705882,0.6666666666666666
R0,gpt-4o-mini-2024-07-18,naive_selected_fixed_sep_kw_40,0.28431372549019607,0.7450980392156863
R0,gpt-4o-mini-2024-07-18,naive_selected_fixed_train_journ_40,0.24509803921568626,0.7352941176470589
R0,gpt-4o-mini-2024-07-18,naive_selected_custom_sep_kw_40,0.3333333333333333,0.7941176470588235
R0,gpt-4o-mini-2024-07-18,naive_selected_custom_train_journ_40,0.3431372549019608,0.7450980392156863
R0,Mistral-7B-Instruct-v0.1,naive_all_fixed,0.21568627450980393,0.5098039215686274
R0,Mistral-7B-Instruct-v0.1,naive_selected_fixed_sep_kw_40,0.2647058823529412,0.5784313725490197
R0,Mistral-7B-Instruct-v0.1,naive_selected_fixed_train_journ_40,0.3137254901960784,0.5588235294117647
R0,Mistral-7B-Instruct-v0.1,chain_selected_custom_sep_kw_40,0.19607843137254902,0.6568627450980392
R0,Mistral-7B-Instruct-v0.1,chain_selected_custom_train_journ_40,0.17647058823529413,0.6470588235294118
R0,Mistral-7B-Instruct-v0.1,chain_all_fixed,0.14705882352941177,0.5686274509803921
R0,Mistral-7B-Instruct-v0.1,chain_all_custom,0.13725490196078433,0.5980392156862745
R0,Mistral-7B-Instruct-v0.1,chain_selected_fixed_sep_kw_40,0.21568627450980393,0.6372549019607843
R0,Mistral-7B-Instruct-v0.1,chain_selected_fixed_train_journ_40,0.17647058823529413,0.5686274509803921
R0,Mistral-7B-Instruct-v0.1,naive_all_custom,0.2549019607843137,0.5882352941176471
R0,Mistral-7B-Instruct-v0.1,naive_selected_custom_sep_kw_40,0.3137254901960784,0.6176470588235294
